cash_mode,offset,cost_bps,period,rule,cycles,high_positive_n,high_negative_n,high_positive_participation,rebound_participation,rebound_n,high_missed_upside,high_downside_avoided,missed_upside_per_downside_avoided,all_positive_participation,all_negative_participation
PROXY,1,3,DOTCOM,CORE_VOL,63,16,15,0.7204176824657911,0.7242060064090602,10,0.1301543444480641,0.10401484594001092,1.2513054580990175,0.7637344597571211,0.8209602018965222
PROXY,1,3,GFC,CORE_VOL,150,29,34,0.6931873396648549,0.7518383337887564,10,0.31159817935124495,0.40159371135745525,0.7759040307130058,0.7803164849152686,0.7616845138379716
PROXY,1,3,2011,CORE_VOL,50,11,8,0.7210373717173675,0.7766472577463271,3,0.09676568667602946,0.059152243632752934,1.6358751711397426,0.8019404707206286,0.8393958148856621
PROXY,1,3,2015_2016,CORE_VOL,100,9,3,0.7721541819607504,0.798744266092257,3,0.03504639413594382,0.022024114880158218,1.5912736710031206,0.915594595972567,0.9396951127302734
PROXY,1,3,2018Q4,CORE_VOL,12,3,2,0.7768244400705855,0.7779668213574211,2,0.01483815664407961,0.0162561311917762,0.912772938962628,0.7768244400705855,0.8659480679200167
PROXY,1,3,COVID,CORE_VOL,18,10,6,0.6758437417732109,0.663721676353571,3,0.1225408424164202,0.11198177371440177,1.0942927438258683,0.6758437417732109,0.733110173364848
PROXY,1,3,2022,CORE_VOL,49,16,16,0.7571894275134068,0.7418219213950331,8,0.09343342014619858,0.0687556828235266,1.358919238516061,0.7796194516563077,0.8429826870490594
PROXY,1,3,2023_PLUS,CORE_VOL,183,10,3,0.7405617668005844,0.7293743015119898,1,0.09940172024304512,0.017485210024109098,5.684902846805229,0.9134016379681185,0.9323181922485747
PROXY,1,3,2024_PLUS,CORE_VOL,133,9,2,0.733873609657183,0.7293743015119898,1,0.0932572396767532,0.016783988676218328,5.556321651294476,0.9011598928559055,0.9260993565847382
PROXY,1,3,EX_MAJOR_SHOCKS,CORE_VOL,1031,69,41,0.742820926352056,0.7478792793645975,25,0.479035386804137,0.2670891390833917,1.7935412441258816,0.910584887705577,0.9168447675984195
PROXY,2,0,ALL,VOL,1254,121,97,0.448314169895568,0.4395244282347381,48,2.002134855467626,1.6685771261979871,1.1999054907516813,0.7575337610534413,0.7482767009456883
PROXY,2,0,DOTCOM,VOL,64,17,16,0.4250906927908879,0.39462696785459866,7,0.3679466284646421,0.30273679635800527,1.2154010774082518,0.49748464417215366,0.591670679206206
PROXY,2,0,GFC,VOL,151,30,30,0.4070007784061704,0.4119368420922925,15,0.5516050114444607,0.6698347069679398,0.8234942228379667,0.5925828801658035,0.5631645347323159
PROXY,2,0,2011,VOL,49,9,10,0.45771628971075884,0.3974769583632835,3,0.19222204378234156,0.13555580318505348,1.4180288801057848,0.6199811390260345,0.6918660448667877
PROXY,2,0,2015_2016,VOL,100,6,5,0.536794121459054,0.517681872703348,2,0.044659684783925666,0.055834408112813275,0.7998595542320587,0.8578990602334541,0.9046125098034934
PROXY,2,0,2018Q4,VOL,11,1,2,0.5215993341642697,,0,0.014989638956950027,0.03656362032332467,0.40996046957056476,0.6431789829083412,0.7339232173934026
PROXY,2,0,COVID,VOL,18,9,8,0.3330587147826105,0.3219393467300552,2,0.2750718029101693,0.2344333164328079,1.1733477438093105,0.3330587147826105,0.5090136984462024
PROXY,2,0,2022,VOL,49,17,14,0.5183152480400899,0.5415385186967997,7,0.19243265576927526,0.13536717171203116,1.4215607324546933,0.572396438798577,0.6914708047718406
PROXY,2,0,2023_PLUS,VOL,182,9,1,0.46371821371111727,0.33685940664033137,4,0.10261503660618423,0.0029296090638989483,35.02687026425849,0.8496957004734333,0.8839775115788777
PROXY,2,0,2024_PLUS,VOL,132,8,1,0.4452964609691367,0.33685940664033137,4,0.0957499196187884,0.0029296090638989483,32.68351426089495,0.8389613470099422,0.8751641601980836
PROXY,2,0,EX_MAJOR_SHOCKS,VOL,1030,64,45,0.4760325967895652,0.43785453319009476,24,0.9644355467703392,0.6289419310852084,1.5334254230851696,0.8189665677405907,0.8288777300642256
PROXY,2,0,ALL,CORE_VOL,1254,121,97,0.724157084947784,0.719762214117369,48,1.0010674277338132,0.8342885630989936,1.1999054907516817,0.8787668805267206,0.8741383504728443
PROXY,2,0,DOTCOM,CORE_VOL,64,17,16,0.7125453463954439,0.6973134839272993,7,0.18397331423232105,0.15136839817900263,1.2154010774082518,0.7487423220860767,0.795835339603103
PROXY,2,0,GFC,CORE_VOL,151,30,30,0.7035003892030851,0.7059684210461462,15,0.27580250572223036,0.3349173534839699,0.8234942228379667,0.7962914400829019,0.7815822673661578
PROXY,2,0,2011,CORE_VOL,49,9,10,0.7288581448553794,0.6987384791816418,3,0.0961110218911708,0.06777790159252674,1.418028880105785,0.8099905695130172,0.8459330224333939
